time stamp,Node_ID,Temp,Moist
2022-03-09 17:53,2,28.8,36.33
2022-03-09 17:57,5,28.45,36.33
2022-03-09 17:57,8,30.53,34.29
2022-03-09 17:58,1,28.45,55.51
2022-03-09 17:58,2,28.8,36.33
2022-03-09 18:00,11,29.49,36.73
2022-03-09 18:03,2,28.8,36.33
2022-03-09 18:03,4,30.18,45.71
2022-03-09 18:04,9,29.49,40
2022-03-09 18:05,6,28.45,35.51
2022-03-09 18:08,2,28.8,36.33
2022-03-09 18:08,3,29.14,37.55
2022-03-09 18:11,7,28.45,32.24
2022-03-09 18:12,10,33.31,40.82
2022-03-09 18:12,12,30.18,33.06
2022-03-09 18:13,2,28.8,36.33
2022-03-09 18:16,5,28.45,36.73
2022-03-09 18:17,8,30.53,34.29
2022-03-09 18:18,1,28.8,55.51
2022-03-09 18:18,2,28.8,36.33
2022-03-09 18:20,11,29.49,36.33
2022-03-09 18:23,2,28.8,36.33
2022-03-09 18:23,4,30.18,45.71
2022-03-09 18:24,9,29.49,40
2022-03-09 18:25,6,28.8,35.51
2022-03-09 18:28,2,28.8,36.33
2022-03-09 18:28,3,29.49,37.14
2022-03-09 18:31,7,28.8,32.24
2022-03-09 18:31,12,30.53,33.06
2022-03-09 18:33,2,28.8,36.33
2022-03-09 18:36,5,28.45,36.73
2022-03-09 18:37,8,30.53,34.29
2022-03-09 18:38,1,28.8,55.51
2022-03-09 18:38,2,29.14,36.33
2022-03-09 18:40,11,29.49,36.33
2022-03-09 18:42,4,30.53,45.31
2022-03-09 18:43,2,29.14,36.33
2022-03-09 18:44,6,28.8,35.51
2022-03-09 18:44,9,29.84,40
2022-03-09 18:48,2,29.14,36.33
2022-03-09 18:48,3,29.49,37.14
2022-03-09 18:51,7,28.8,32.24
2022-03-09 18:51,12,30.88,33.06
2022-03-09 18:52,10,33.65,40.41
2022-03-09 18:53,2,29.14,36.33
2022-03-09 18:56,5,28.8,36.73
2022-03-09 18:57,8,30.53,34.29
2022-03-09 18:58,1,29.14,55.51
2022-03-09 18:58,2,29.14,36.33
2022-03-09 19:00,11,29.49,36.33
2022-03-09 19:02,4,30.53,45.31
2022-03-09 19:03,2,29.14,36.33
2022-03-09 19:04,6,29.14,35.51
2022-03-09 19:04,9,29.84,40
2022-03-09 19:08,2,29.14,36.33
2022-03-09 19:08,3,29.49,37.14
2022-03-09 19:11,7,28.8,32.24
2022-03-09 19:11,12,31.22,33.06
2022-03-09 19:12,10,33.65,40.41
2022-03-09 19:13,2,29.14,36.33
2022-03-09 19:16,5,28.8,36.33
2022-03-09 19:17,1,29.14,55.1
2022-03-09 19:17,8,30.53,34.29
2022-03-09 19:18,2,29.49,36.33
2022-03-09 19:20,11,29.49,36.33
2022-03-09 19:22,4,30.53,45.31
2022-03-09 19:23,2,29.49,36.33
2022-03-09 19:24,6,29.14,35.1
2022-03-09 19:24,9,30.18,40
2022-03-09 19:28,2,29.49,36.33
2022-03-09 19:28,3,29.49,37.14
2022-03-09 19:30,7,29.14,32.24
2022-03-09 19:31,12,31.57,32.65
2022-03-09 19:33,2,29.49,36.33
2022-03-09 19:36,5,29.14,36.33
2022-03-09 19:37,1,29.14,55.1
2022-03-09 19:37,8,30.53,33.88
2022-03-09 19:38,2,29.49,36.33
2022-03-09 19:40,11,29.49,36.33
2022-03-09 19:42,4,30.53,45.31
2022-03-09 19:43,2,29.49,36.33
2022-03-09 19:44,6,29.14,35.1
2022-03-09 19:44,9,30.53,40
2022-03-09 19:48,2,29.49,36.33
2022-03-09 19:48,3,29.49,37.14
2022-03-09 19:50,7,29.14,31.84
2022-03-09 19:51,10,33.31,40.41
2022-03-09 19:51,12,31.92,32.65
2022-03-09 19:53,2,29.49,36.33
2022-03-09 19:56,5,29.14,35.92
2022-03-09 19:57,1,29.14,54.69
2022-03-09 19:57,8,30.53,33.88
2022-03-09 19:58,2,29.49,36.33
2022-03-09 20:00,11,29.49,35.92
2022-03-09 20:02,4,30.53,45.31
2022-03-09 20:03,2,29.49,36.33
2022-03-09 20:04,9,30.53,40
2022-03-09 20:08,2,29.84,36.33
2022-03-09 20:08,3,29.84,37.14
2022-03-09 20:10,7,29.14,31.84
2022-03-09 20:11,12,32.27,32.65
2022-03-09 20:13,2,29.84,36.33
2022-03-09 20:17,1,29.14,54.69
2022-03-09 20:17,8,30.53,33.88
2022-03-09 20:18,2,29.84,36.33
2022-03-09 20:19,11,29.49,35.92
2022-03-09 20:22,4,30.53,44.9
2022-03-09 20:23,2,29.84,35.92
2022-03-09 20:24,6,29.49,34.69
2022-03-09 20:24,9,30.53,39.59
2022-03-09 20:28,2,29.84,35.92
2022-03-09 20:28,3,29.84,36.73
2022-03-09 20:30,7,29.14,31.84
2022-03-09 20:31,12,32.27,32.65
2022-03-09 20:33,2,29.84,35.92
2022-03-09 20:36,5,29.14,35.92
2022-03-09 20:37,1,29.49,54.69
2022-03-09 20:37,8,30.53,33.88
2022-03-09 20:38,2,29.84,35.92
2022-03-09 20:39,11,29.49,35.92
2022-03-09 20:42,4,30.88,44.9
2022-03-09 20:43,2,29.84,35.92
2022-03-09 20:44,6,29.49,34.29
2022-03-09 20:44,9,30.88,39.59
2022-03-09 20:47,3,29.84,36.73
2022-03-09 20:48,2,29.84,35.92
2022-03-09 20:50,7,29.49,31.43
2022-03-09 20:51,10,33.31,40.41
2022-03-09 20:51,12,32.27,32.65
2022-03-09 20:53,2,29.84,35.92
2022-03-09 20:56,5,29.14,35.92
2022-03-09 20:57,1,29.49,54.69
2022-03-09 20:57,8,30.53,33.88
2022-03-09 20:58,2,29.84,35.92
2022-03-09 20:59,11,29.49,35.92
2022-03-09 21:02,4,30.53,44.9
2022-03-09 21:03,2,29.84,35.92
2022-03-09 21:03,9,30.88,39.59
2022-03-09 21:04,6,29.49,34.69
2022-03-09 21:07,3,29.84,36.73
2022-03-09 21:08,2,29.84,35.92
2022-03-09 21:10,7,29.49,31.43
2022-03-09 21:11,12,32.27,32.24
2022-03-09 21:13,2,29.84,35.92
2022-03-09 21:16,5,29.49,35.92
2022-03-09 21:17,1,29.14,54.69
2022-03-09 21:17,8,30.53,33.88
2022-03-09 21:18,2,29.84,35.51
2022-03-09 21:19,11,29.49,35.92
2022-03-09 21:22,4,30.53,44.9
2022-03-09 21:23,2,29.84,35.51
2022-03-09 21:23,9,30.88,39.18
2022-03-09 21:24,6,29.49,34.29
2022-03-09 21:27,3,29.84,36.73
2022-03-09 21:28,2,29.84,35.92
2022-03-09 21:30,7,29.49,31.43
2022-03-09 21:30,12,32.27,32.24
2022-03-09 21:33,2,29.84,35.92
2022-03-09 21:35,5,29.14,35.92
2022-03-09 21:36,8,30.53,33.88
2022-03-09 21:37,1,29.14,54.69
2022-03-09 21:38,2,29.84,35.92
2022-03-09 21:39,11,29.49,35.92
2022-03-09 21:42,4,30.53,44.49
2022-03-09 21:43,2,29.84,35.92
2022-03-09 21:43,9,30.88,39.18
2022-03-09 21:44,6,29.49,34.29
2022-03-09 21:47,3,29.84,36.73
2022-03-09 21:48,2,29.84,35.92
2022-03-09 21:50,7,29.49,31.43
2022-03-09 21:50,12,32.27,32.24
2022-03-09 21:51,10,32.96,40.41
2022-03-09 21:53,2,29.84,35.92
2022-03-09 21:55,5,29.14,35.92
2022-03-09 21:56,8,30.53,33.88
2022-03-09 21:57,1,29.14,54.69
2022-03-09 21:58,2,29.84,35.92
2022-03-09 21:59,11,29.49,35.51
2022-03-09 22:01,4,30.53,44.49
2022-03-09 22:03,2,29.84,35.92
2022-03-09 22:03,6,29.49,34.29
2022-03-09 22:03,9,30.53,39.18
2022-03-09 22:07,3,29.49,36.73
2022-03-09 22:08,2,29.84,35.92
2022-03-09 22:10,7,29.49,31.43
2022-03-09 22:10,12,31.92,32.24
2022-03-09 22:13,2,29.84,35.92
2022-03-09 22:15,5,29.14,35.92
2022-03-09 22:16,1,29.14,54.69
2022-03-09 22:16,8,30.18,33.47
2022-03-09 22:18,2,29.84,35.51
2022-03-09 22:19,11,29.49,35.51
2022-03-09 22:21,4,30.18,44.49
2022-03-09 22:23,2,29.84,35.51
2022-03-09 22:23,6,29.49,34.29
2022-03-09 22:23,9,30.53,39.18
2022-03-09 22:27,3,29.49,36.73
2022-03-09 22:28,2,29.84,35.92
2022-03-09 22:29,7,29.49,31.43
2022-03-09 22:30,12,31.92,32.24
2022-03-09 22:31,10,32.61,40
2022-03-09 22:33,2,29.49,35.51
2022-03-09 22:35,5,29.14,35.51
2022-03-09 22:36,1,29.14,54.69
2022-03-09 22:36,8,30.18,33.88
2022-03-09 22:38,2,29.49,35.92
2022-03-09 22:39,11,29.49,35.51
2022-03-09 22:41,4,30.18,44.49
2022-03-09 22:43,2,29.49,35.92
2022-03-09 22:43,6,29.49,34.29
2022-03-09 22:43,9,30.53,39.18
2022-03-09 22:47,3,29.49,36.73
2022-03-09 22:48,2,29.49,35.51
2022-03-09 22:49,7,29.49,31.43
2022-03-09 22:50,12,31.92,32.24
2022-03-09 22:51,10,32.27,40
2022-03-09 22:53,2,29.49,35.51
2022-03-09 22:55,5,29.14,35.51
2022-03-09 22:56,1,29.14,55.1
2022-03-09 22:56,8,30.18,33.88
2022-03-09 22:58,2,29.49,35.51
2022-03-09 22:59,11,29.49,35.51
2022-03-09 23:01,4,30.18,44.49
2022-03-09 23:03,2,29.49,35.51
2022-03-09 23:03,6,29.14,34.29
2022-03-09 23:03,9,30.18,39.18
2022-03-09 23:07,3,29.49,36.73
2022-03-09 23:08,2,29.49,35.51
2022-03-09 23:09,7,29.49,31.43
2022-03-09 23:10,10,32.27,40
2022-03-09 23:10,12,31.57,32.24
2022-03-09 23:13,2,29.49,35.51
2022-03-09 23:16,1,29.14,55.1
2022-03-09 23:16,8,29.84,33.88
2022-03-09 23:18,2,29.49,35.51
2022-03-09 23:18,11,29.14,35.51
2022-03-09 23:21,4,30.18,44.49
2022-03-09 23:23,2,29.49,35.51
2022-03-09 23:23,6,29.14,34.29
2022-03-09 23:23,9,30.18,39.18
2022-03-09 23:27,3,29.49,36.33
2022-03-09 23:28,2,29.49,35.51
2022-03-09 23:29,7,29.49,31.43
2022-03-09 23:30,10,31.92,40
2022-03-09 23:33,2,29.49,35.51
2022-03-09 23:35,5,29.14,35.51
2022-03-09 23:36,1,29.14,54.69
2022-03-09 23:36,8,29.84,33.47
2022-03-09 23:38,2,29.49,35.51
2022-03-09 23:38,11,29.14,35.51
2022-03-09 23:41,4,29.84,44.49
2022-03-09 23:42,9,30.18,38.78
2022-03-09 23:43,2,29.49,35.92
2022-03-09 23:43,6,29.14,34.29
2022-03-09 23:47,3,29.14,36.33
2022-03-09 23:48,2,29.49,35.51
2022-03-09 23:49,7,29.14,31.43
2022-03-09 23:50,10,31.92,40
2022-03-09 23:50,12,31.22,32.24
2022-03-09 23:53,2,29.49,35.92
2022-03-09 23:55,5,28.8,35.51
2022-03-09 23:56,1,29.14,54.69
2022-03-09 23:56,8,29.84,33.88
2022-03-09 23:58,2,29.49,35.51
2022-03-09 23:58,11,29.14,35.51
2022-03-10 00:01,4,29.84,44.49
2022-03-10 00:02,9,29.84,38.78
2022-03-10 00:03,2,29.49,35.51
2022-03-10 00:03,6,29.14,34.29
2022-03-10 00:06,3,29.14,36.33
2022-03-10 00:09,7,29.14,31.43
2022-03-10 00:10,10,31.57,40
2022-03-10 00:10,12,31.22,32.24
2022-03-10 00:13,2,29.14,35.51
2022-03-10 00:15,5,28.8,35.51
2022-03-10 00:16,1,28.8,54.69
2022-03-10 00:16,8,29.49,33.88
2022-03-10 00:18,2,29.14,35.51
2022-03-10 00:18,11,29.14,35.51
2022-03-10 00:21,4,29.84,44.49
2022-03-10 00:22,9,29.84,38.78
2022-03-10 00:23,2,29.14,35.51
2022-03-10 00:23,6,29.14,34.29
2022-03-10 00:28,2,29.14,35.51
2022-03-10 00:29,7,29.14,31.43
2022-03-10 00:30,10,31.57,40
2022-03-10 00:30,12,30.88,32.24
2022-03-10 00:33,2,29.14,35.51
2022-03-10 00:35,5,28.8,35.51
2022-03-10 00:36,1,28.8,54.69
2022-03-10 00:36,8,29.49,33.88
2022-03-10 00:38,2,29.14,35.51
2022-03-10 00:38,11,29.14,35.51
2022-03-10 00:41,4,29.49,44.49
2022-03-10 00:42,9,29.84,38.78
2022-03-10 00:43,2,29.14,35.51
2022-03-10 00:43,6,28.8,34.29
2022-03-10 02:48,7,28.8,31.43
2022-03-10 02:49,2,28.8,35.1
2022-03-10 02:49,10,30.53,40
2022-03-10 02:49,12,30.18,32.24
2022-03-10 02:54,2,28.8,35.1
2022-03-10 02:54,5,28.45,35.51
2022-03-10 02:55,1,28.45,54.69
2022-03-10 02:55,8,29.14,33.88
2022-03-10 02:57,11,28.45,35.51
2022-03-10 02:59,2,28.8,35.51
2022-03-10 03:00,4,29.14,44.49
2022-03-10 03:01,9,29.14,39.59
2022-03-10 03:02,6,28.45,34.69
2022-03-10 03:04,2,28.8,35.1
2022-03-10 03:06,3,28.8,36.73
2022-03-10 03:08,7,28.8,31.43
2022-03-10 03:09,2,28.8,35.1
2022-03-10 03:09,10,30.18,40
2022-03-10 03:09,12,29.84,31.84
2022-03-10 03:14,2,28.8,35.1
2022-03-10 03:15,1,28.45,54.69
2022-03-10 03:15,8,28.8,33.88
2022-03-10 03:17,11,28.45,35.51
2022-03-10 03:19,2,28.8,35.1
2022-03-10 03:20,4,29.14,44.49
2022-03-10 03:21,9,29.14,39.59
2022-03-10 03:22,6,28.45,34.69
2022-03-10 03:24,2,28.8,35.1
2022-03-10 03:25,3,28.45,36.73
2022-03-10 03:28,7,28.8,31.43
2022-03-10 03:29,2,28.8,35.1
2022-03-10 03:29,10,30.18,40
2022-03-10 03:29,12,29.84,31.84
2022-03-10 03:34,2,28.8,35.1
2022-03-10 03:34,5,28.1,35.51
2022-03-10 03:35,1,28.45,54.69
2022-03-10 03:35,8,28.8,33.88
2022-03-10 03:37,11,28.45,35.51
2022-03-10 03:39,2,28.8,35.1
2022-03-10 03:40,4,29.14,44.49
2022-03-10 03:41,9,29.14,39.59
2022-03-10 03:42,6,28.45,34.29
2022-03-10 03:44,2,28.8,35.1
2022-03-10 03:45,3,28.45,36.73
2022-03-10 03:48,7,28.8,31.43
2022-03-10 03:49,2,28.8,35.1
2022-03-10 03:49,10,30.18,40
2022-03-10 03:49,12,29.84,31.84
2022-03-10 03:54,2,28.8,35.1
2022-03-10 03:54,5,28.1,35.51
2022-03-10 03:55,1,28.45,54.69
2022-03-10 03:55,8,28.8,33.88
2022-03-10 03:57,11,28.45,35.92
2022-03-10 03:59,2,28.45,35.1
2022-03-10 04:00,4,28.8,44.9
2022-03-10 04:01,9,28.8,39.59
2022-03-10 04:02,6,28.1,34.69
2022-03-10 04:04,2,28.45,35.1
2022-03-10 04:05,3,28.45,36.73
2022-03-10 04:08,7,28.45,31.43
2022-03-10 04:09,2,28.45,35.1
2022-03-10 04:09,10,29.84,40
2022-03-10 04:09,12,29.49,32.24
2022-03-10 04:13,5,28.1,35.51
2022-03-10 04:14,2,28.45,35.1
2022-03-10 04:15,1,28.45,54.69
2022-03-10 04:15,8,28.8,33.88
2022-03-10 04:17,11,28.45,35.92
2022-03-10 04:19,2,28.45,35.1
2022-03-10 04:20,4,28.8,44.49
2022-03-10 04:21,9,28.8,38.37
2022-03-10 04:22,6,28.1,34.69
2022-03-10 04:24,2,28.45,35.1
2022-03-10 04:25,3,28.45,36.73
2022-03-10 04:28,7,28.45,31.43
2022-03-10 04:28,12,29.49,31.84
2022-03-10 04:29,2,28.45,35.1
2022-03-10 04:29,10,29.84,40
2022-03-10 04:33,5,28.1,35.51
2022-03-10 04:34,1,28.45,54.29
2022-03-10 04:34,2,28.45,35.1
2022-03-10 04:34,8,28.8,33.88
2022-03-10 04:37,11,28.1,35.92
2022-03-10 04:39,2,28.45,35.1
2022-03-10 04:40,4,28.8,44.9
2022-03-10 04:41,9,28.8,38.37
2022-03-10 04:42,6,28.1,34.69
2022-03-10 04:44,2,28.45,35.1
2022-03-10 04:45,3,28.45,36.73
2022-03-10 04:47,7,28.45,31.43
2022-03-10 04:48,12,29.49,31.84
2022-03-10 04:49,2,28.45,35.1
2022-03-10 04:49,10,29.84,40
2022-03-10 04:54,1,28.1,54.69
2022-03-10 04:54,2,28.45,35.1
2022-03-10 04:57,11,28.1,35.92
2022-03-10 04:59,2,28.45,35.1
2022-03-10 05:00,4,28.8,44.9
2022-03-10 05:01,9,28.8,38.37
2022-03-10 05:02,6,28.1,34.69
2022-03-10 05:04,2,28.45,35.1
2022-03-10 05:05,3,28.45,36.73
2022-03-10 05:07,7,28.45,31.84
2022-03-10 05:08,12,29.49,31.84
2022-03-10 05:09,2,28.45,35.1
2022-03-10 05:13,5,27.76,35.51
2022-03-10 05:14,1,28.1,54.29
2022-03-10 05:14,2,28.45,35.1
2022-03-10 05:14,8,28.45,33.47
2022-03-10 05:17,11,28.1,35.92
2022-03-10 05:19,2,28.45,35.1
2022-03-10 05:19,4,28.8,44.9
2022-03-10 05:21,9,28.8,38.37
2022-03-10 05:22,6,28.1,34.69
2022-03-10 05:24,2,28.45,35.1
2022-03-10 05:25,3,28.1,36.73
2022-03-10 05:27,7,28.45,31.43
2022-03-10 05:28,12,29.49,32.24
2022-03-10 05:29,2,28.45,35.1
2022-03-10 05:29,10,29.49,40
2022-03-10 05:33,5,27.76,35.92
2022-03-10 05:34,1,28.1,54.29
2022-03-10 05:34,2,28.45,35.1
2022-03-10 05:34,8,28.45,33.88
2022-03-10 05:37,11,28.1,35.92
2022-03-10 05:39,2,28.45,35.1
2022-03-10 05:39,4,28.8,44.9
2022-03-10 05:41,9,28.45,38.37
2022-03-10 05:42,6,28.1,34.69
2022-03-10 05:44,2,28.45,35.1
2022-03-10 05:47,7,28.45,31.43
2022-03-10 05:48,12,29.14,31.84
2022-03-10 05:49,2,28.45,35.1
2022-03-10 05:49,10,29.49,40
2022-03-10 05:53,5,27.76,35.51
2022-03-10 05:54,1,28.1,54.69
2022-03-10 05:54,2,28.1,35.1
2022-03-10 05:57,11,28.1,35.92
2022-03-10 05:59,2,28.1,35.1
2022-03-10 05:59,4,28.45,44.9
2022-03-10 06:01,6,28.1,34.69
2022-03-10 06:01,9,28.45,38.37
2022-03-10 06:04,2,28.1,35.1
2022-03-10 06:05,3,28.1,37.14
2022-03-10 06:07,7,28.1,31.43
2022-03-10 06:08,12,29.14,32.24
2022-03-10 06:09,2,28.1,35.1
2022-03-10 06:09,10,29.49,40
2022-03-10 06:13,5,27.76,35.51
2022-03-10 06:14,1,28.1,54.29
2022-03-10 06:14,2,28.1,35.1
2022-03-10 06:14,8,28.45,33.88
2022-03-10 06:16,11,28.1,35.92
2022-03-10 06:19,2,28.1,35.1
2022-03-10 06:19,4,28.45,44.9
2022-03-10 06:20,9,28.45,38.37
2022-03-10 06:21,6,27.76,34.69
2022-03-10 06:24,2,28.1,35.1
2022-03-10 06:25,3,28.1,36.73
2022-03-10 06:27,7,28.1,31.84
2022-03-10 06:28,12,29.14,32.24
2022-03-10 06:29,2,28.1,35.1
2022-03-10 06:33,5,27.76,35.51
2022-03-10 06:34,1,28.1,54.29
2022-03-10 06:34,2,28.1,35.1
2022-03-10 06:36,11,27.76,35.92
2022-03-10 06:39,2,28.1,35.1
2022-03-10 06:39,4,28.45,44.9
2022-03-10 06:40,9,28.45,38.78
2022-03-10 06:41,6,27.76,35.1
2022-03-10 06:44,2,28.1,35.1
2022-03-10 06:45,3,28.1,36.73
2022-03-10 06:47,7,28.1,31.84
2022-03-10 06:48,12,29.14,32.24
2022-03-10 06:49,2,28.1,35.1
2022-03-10 06:53,5,27.76,35.51
2022-03-10 06:54,1,28.1,54.29
2022-03-10 06:54,2,28.1,35.1
2022-03-10 06:56,11,27.76,35.92
2022-03-10 06:59,2,28.1,35.51
2022-03-10 06:59,4,28.45,44.9
2022-03-10 07:00,9,28.45,38.78
2022-03-10 07:01,6,27.76,34.69
2022-03-10 07:04,2,28.1,35.1
