time stamp,Node_ID,Temp,Moist
2022-03-15 16:10,7,24.29,43.67
2022-03-15 16:11,6,23.94,42.04
2022-03-15 16:13,12,24.63,38.78
2022-03-15 16:14,1,23.94,59.59
2022-03-15 16:17,5,23.94,42.45
2022-03-15 16:18,10,26.02,50.2
2022-03-15 16:20,8,26.02,44.08
2022-03-15 16:20,11,24.63,44.9
2022-03-15 16:22,9,24.98,46.53
2022-03-15 16:30,3,25.33,44.49
2022-03-15 16:33,12,24.63,38.78
2022-03-15 16:34,1,24.29,59.59
2022-03-15 16:37,5,23.94,42.04
2022-03-15 16:40,8,26.37,44.08
2022-03-15 16:40,11,24.63,44.49
2022-03-15 16:42,9,24.98,46.53
2022-03-15 16:50,3,25.67,44.49
2022-03-15 16:50,6,24.29,42.04
2022-03-15 16:50,7,24.29,43.27
2022-03-15 16:53,12,24.98,38.78
2022-03-15 16:54,1,24.29,59.59
2022-03-15 16:57,5,23.94,42.04
2022-03-15 16:58,10,26.71,50.2
2022-03-15 17:00,8,26.71,44.08
2022-03-15 17:00,11,24.98,44.49
2022-03-15 17:02,9,25.33,46.53
2022-03-15 17:05,4,25.67,58.78
2022-03-15 17:09,7,24.29,43.27
2022-03-15 17:10,3,25.67,44.49
2022-03-15 17:10,6,24.29,42.04
2022-03-15 17:14,1,24.29,59.59
2022-03-15 17:17,5,24.29,42.04
2022-03-15 17:18,10,27.06,49.8
2022-03-15 17:19,11,24.98,44.49
2022-03-15 17:20,8,26.71,44.08
2022-03-15 17:22,9,25.33,46.53
2022-03-15 17:25,4,25.67,58.78
2022-03-15 17:29,3,25.67,44.49
2022-03-15 17:29,7,24.63,43.27
2022-03-15 17:30,6,24.63,42.04
2022-03-15 17:34,1,24.63,59.59
2022-03-15 17:36,5,24.29,42.04
2022-03-15 17:38,10,27.41,49.8
2022-03-15 17:39,11,24.98,44.08
2022-03-15 17:40,8,26.71,44.08
2022-03-15 17:42,9,25.67,46.53
2022-03-15 17:45,4,26.02,58.37
2022-03-15 17:49,7,24.63,43.27
2022-03-15 17:50,6,24.63,41.63
2022-03-15 17:52,12,25.33,38.78
2022-03-15 17:53,1,24.63,59.59
2022-03-15 17:56,5,24.63,41.63
2022-03-15 17:58,10,27.76,49.8
2022-03-15 17:59,11,25.33,44.08
2022-03-15 18:00,8,27.06,43.67
2022-03-15 18:02,9,25.67,46.53
2022-03-15 18:05,4,26.02,58.78
2022-03-15 18:09,3,25.67,44.08
2022-03-15 18:09,7,24.63,42.86
2022-03-15 18:10,6,24.98,41.63
2022-03-15 18:12,12,25.67,39.18
2022-03-15 18:13,1,24.63,59.59
2022-03-15 18:16,5,24.63,41.63
2022-03-15 18:18,10,27.76,49.8
2022-03-15 18:19,11,25.33,44.08
2022-03-15 18:20,8,27.06,43.67
2022-03-15 18:22,9,26.02,46.53
2022-03-15 18:25,4,26.02,58.78
2022-03-15 18:29,3,25.67,44.08
2022-03-15 18:29,7,24.98,42.86
2022-03-15 18:30,6,24.98,41.63
2022-03-15 18:32,12,26.02,39.18
2022-03-15 18:33,1,24.98,59.59
2022-03-15 18:36,5,24.63,41.63
2022-03-15 18:38,10,27.76,49.8
2022-03-15 18:39,11,25.33,44.08
2022-03-15 18:40,8,27.06,43.67
2022-03-15 18:42,9,26.02,46.53
2022-03-15 18:45,4,26.02,58.37
2022-03-15 18:49,3,26.02,44.08
2022-03-15 18:49,7,24.98,42.86
2022-03-15 18:50,6,25.33,41.22
2022-03-15 18:52,12,26.37,39.18
2022-03-15 18:53,1,24.98,59.59
2022-03-15 18:56,5,24.98,41.22
2022-03-15 18:58,10,27.76,49.39
2022-03-15 18:59,11,25.33,44.08
2022-03-15 19:00,8,27.06,43.67
2022-03-15 19:02,9,26.37,46.53
2022-03-15 19:05,4,26.02,58.78
2022-03-15 19:09,3,26.02,44.08
2022-03-15 19:09,7,24.98,42.86
2022-03-15 19:10,6,25.33,41.22
2022-03-15 19:12,12,26.71,39.18
2022-03-15 19:13,1,24.98,59.59
2022-03-15 19:16,5,24.98,41.22
2022-03-15 19:18,10,27.76,49.8
2022-03-15 19:19,8,27.06,43.67
2022-03-15 19:19,11,25.33,43.67
2022-03-15 19:21,9,26.37,46.53
2022-03-15 19:25,4,26.37,58.78
2022-03-15 19:29,7,25.33,42.86
2022-03-15 19:30,6,25.67,41.22
2022-03-15 19:32,12,26.71,39.18
2022-03-15 19:33,1,25.33,59.18
2022-03-15 19:36,5,24.98,41.22
2022-03-15 19:38,10,27.76,49.8
2022-03-15 19:39,8,26.71,43.67
2022-03-15 19:39,11,25.33,43.67
2022-03-15 19:41,9,26.71,46.53
2022-03-15 19:45,4,26.37,58.78
2022-03-15 19:49,7,25.33,42.86
2022-03-15 19:50,6,25.67,41.22
2022-03-15 19:52,12,27.06,38.78
2022-03-15 19:53,1,25.33,59.18
2022-03-15 19:56,5,25.33,41.22
2022-03-15 19:58,10,27.76,49.39
2022-03-15 19:59,8,26.71,43.67
2022-03-15 19:59,11,25.33,43.67
2022-03-15 20:01,9,26.71,46.53
2022-03-15 20:05,4,26.37,59.18
2022-03-15 20:09,3,26.02,44.08
2022-03-15 20:09,7,25.33,42.45
2022-03-15 20:10,6,25.67,41.22
2022-03-15 20:12,12,27.06,38.78
2022-03-15 20:13,1,25.33,59.18
2022-03-15 20:16,5,25.33,41.22
2022-03-15 20:17,10,27.41,49.39
2022-03-15 20:19,8,26.71,43.67
2022-03-15 20:19,11,25.67,43.67
2022-03-15 20:21,9,26.71,46.12
2022-03-15 20:25,4,26.37,58.78
2022-03-15 20:29,3,26.02,43.67
2022-03-15 20:29,7,25.67,42.45
2022-03-15 20:30,6,25.67,41.22
2022-03-15 20:33,1,25.33,59.18
2022-03-15 20:36,5,25.33,41.22
2022-03-15 20:37,10,27.41,49.39
2022-03-15 20:39,8,26.71,43.67
2022-03-15 20:39,11,25.67,43.67
2022-03-15 20:41,9,26.71,46.12
2022-03-15 20:44,4,26.37,58.78
2022-03-15 20:48,3,26.02,43.67
2022-03-15 20:48,7,25.67,42.45
2022-03-15 20:49,6,26.02,41.22
2022-03-15 20:51,12,27.06,38.78
2022-03-15 20:53,1,25.33,59.18
2022-03-15 20:55,5,25.33,41.22
2022-03-15 20:57,10,27.41,49.39
2022-03-15 20:58,11,25.67,43.67
2022-03-15 20:59,8,26.71,43.67
2022-03-15 21:01,9,27.06,46.12
2022-03-15 21:04,4,26.37,58.78
2022-03-15 21:08,3,26.02,43.67
2022-03-15 21:08,7,25.67,42.45
2022-03-15 21:09,6,26.02,40.82
2022-03-15 21:11,12,27.06,38.78
2022-03-15 21:12,1,25.33,59.18
2022-03-15 21:15,5,25.33,41.22
2022-03-15 21:17,10,27.41,49.39
2022-03-15 21:18,11,25.67,43.67
2022-03-15 21:19,8,26.71,43.67
2022-03-15 21:21,9,26.71,46.12
2022-03-15 21:24,4,26.37,58.78
2022-03-15 21:28,3,26.02,43.67
2022-03-15 21:28,7,25.67,42.45
2022-03-15 21:29,6,26.02,40.82
2022-03-15 21:31,12,27.06,38.37
2022-03-15 21:32,1,25.33,59.18
2022-03-15 21:35,5,25.33,41.22
2022-03-15 21:37,10,27.06,49.39
2022-03-15 21:38,11,25.67,43.67
2022-03-15 21:39,8,26.71,43.27
2022-03-15 21:41,9,26.71,46.12
2022-03-15 21:44,4,26.37,58.78
2022-03-15 21:48,3,26.02,43.67
2022-03-15 21:48,7,25.67,42.04
2022-03-15 21:49,6,26.02,41.22
2022-03-15 21:51,12,26.71,38.37
2022-03-15 21:52,1,25.33,59.18
2022-03-15 21:55,5,25.33,41.22
2022-03-15 21:57,10,27.06,49.39
2022-03-15 21:58,11,25.67,43.27
2022-03-15 21:59,8,26.37,43.27
2022-03-15 22:00,9,26.71,46.12
2022-03-15 22:04,4,26.37,58.78
2022-03-15 22:08,3,26.02,43.67
2022-03-15 22:08,7,25.67,42.04
2022-03-15 22:09,6,25.67,40.82
2022-03-15 22:11,12,26.71,38.37
2022-03-15 22:12,1,25.33,59.18
2022-03-15 22:15,5,25.33,41.22
2022-03-15 22:18,11,25.67,43.27
2022-03-15 22:19,8,26.37,43.27
2022-03-15 22:20,9,26.71,46.12
2022-03-15 22:24,4,26.37,59.18
2022-03-15 22:28,3,26.02,43.67
2022-03-15 22:28,7,25.67,42.04
2022-03-15 22:29,6,25.67,40.82
2022-03-15 22:31,12,26.71,38.37
2022-03-15 22:32,1,25.33,59.18
2022-03-15 22:35,5,25.33,41.22
2022-03-15 22:37,10,26.71,49.39
2022-03-15 22:38,11,25.33,43.27
2022-03-15 22:40,9,26.71,45.71
2022-03-15 22:44,4,26.02,58.78
2022-03-15 22:48,3,26.02,43.67
2022-03-15 22:48,7,25.67,42.04
2022-03-15 22:49,6,25.67,40.82
2022-03-15 22:51,12,26.71,38.37
2022-03-15 22:52,1,25.33,59.18
2022-03-15 22:55,5,25.33,41.22
2022-03-15 22:57,10,26.71,49.39
2022-03-15 22:58,8,26.37,43.27
2022-03-15 22:58,11,25.33,43.27
2022-03-15 23:00,9,26.71,45.71
2022-03-15 23:04,4,26.02,58.37
2022-03-15 23:08,3,25.67,43.67
2022-03-15 23:08,7,25.67,42.04
2022-03-15 23:09,6,25.67,40.82
2022-03-15 23:11,12,26.37,38.37
2022-03-15 23:12,1,24.98,59.18
2022-03-15 23:15,5,25.33,41.22
2022-03-15 23:17,10,26.71,49.39
2022-03-15 23:18,8,26.02,43.27
2022-03-15 23:18,11,25.33,43.27
2022-03-15 23:20,9,26.37,45.71
2022-03-15 23:24,4,26.02,58.78
2022-03-15 23:27,7,25.67,42.04
2022-03-15 23:28,3,25.67,43.67
2022-03-15 23:29,6,25.67,40.82
2022-03-15 23:31,12,26.37,38.37
2022-03-15 23:32,1,24.98,58.78
2022-03-15 23:35,5,24.98,41.22
2022-03-15 23:36,10,26.37,49.39
2022-03-15 23:37,11,25.33,43.27
2022-03-15 23:38,8,26.02,43.27
2022-03-15 23:40,9,26.37,45.71
2022-03-15 23:44,4,26.02,58.37
2022-03-15 23:47,7,25.67,42.04
2022-03-15 23:48,3,25.67,43.67
2022-03-15 23:48,6,25.33,40.82
2022-03-15 23:50,12,26.02,38.37
2022-03-15 23:52,1,24.98,59.18
2022-03-15 23:54,5,24.98,41.22
2022-03-15 23:57,11,25.33,43.27
2022-03-15 23:58,8,26.02,43.27
2022-03-16 00:00,9,26.37,45.71
2022-03-16 00:03,4,25.67,58.78
2022-03-16 00:07,3,25.67,44.08
2022-03-16 00:07,7,25.67,42.04
2022-03-16 00:08,6,25.33,40.82
2022-03-16 00:10,12,26.02,38.37
2022-03-16 00:11,1,24.98,58.78
2022-03-16 00:14,5,24.98,41.22
2022-03-16 00:17,11,25.33,43.27
2022-03-16 00:18,8,25.67,43.27
2022-03-16 00:20,9,26.02,45.71
2022-03-16 00:23,4,25.67,58.78
2022-03-16 00:27,3,25.33,43.67
2022-03-16 00:27,7,25.33,42.04
2022-03-16 00:28,6,25.33,41.22
2022-03-16 00:30,12,26.02,38.37
2022-03-16 00:31,1,24.98,59.18
2022-03-16 00:36,10,26.02,49.39
2022-03-16 00:37,11,24.98,43.27
2022-03-16 00:38,8,25.67,43.27
2022-03-16 00:40,9,26.02,45.71
2022-03-16 00:43,4,25.67,58.37
2022-03-16 00:47,3,25.33,43.67
2022-03-16 00:47,7,25.33,42.04
2022-03-16 00:48,6,25.33,41.22
2022-03-16 00:50,12,25.67,38.37
2022-03-16 00:51,1,24.98,58.78
2022-03-16 00:54,5,24.63,41.22
2022-03-16 00:56,10,25.67,49.39
2022-03-16 00:57,11,24.98,43.27
2022-03-16 00:58,8,25.67,43.27
2022-03-16 00:59,9,26.02,45.71
2022-03-16 01:03,4,25.33,58.78
2022-03-16 01:07,3,25.33,43.67
2022-03-16 01:07,7,25.33,42.04
2022-03-16 01:08,6,25.33,41.22
2022-03-16 01:10,12,25.67,38.37
2022-03-16 01:11,1,24.63,58.78
2022-03-16 01:14,5,24.63,41.22
2022-03-16 01:16,10,25.67,49.39
2022-03-16 01:17,11,24.98,43.27
2022-03-16 01:19,9,25.67,45.31
2022-03-16 01:23,4,25.33,58.37
2022-03-16 01:27,3,25.33,43.67
2022-03-16 01:27,7,25.33,42.04
2022-03-16 01:28,6,24.98,41.22
2022-03-16 01:30,12,25.33,38.37
2022-03-16 01:31,1,24.63,58.78
2022-03-16 01:34,5,24.63,41.22
2022-03-16 01:36,10,25.67,49.39
2022-03-16 01:37,11,24.98,43.67
2022-03-16 01:38,8,25.33,43.27
2022-03-16 01:39,9,25.67,45.71
2022-03-16 01:43,4,25.33,58.37
2022-03-16 01:47,3,25.33,43.67
2022-03-16 01:47,7,25.33,42.04
2022-03-16 01:48,6,24.98,41.22
2022-03-16 01:50,12,25.33,38.37
2022-03-16 01:51,1,24.63,58.78
2022-03-16 01:54,5,24.63,41.22
2022-03-16 01:56,10,25.33,49.39
2022-03-16 01:57,11,24.98,43.67
2022-03-16 01:58,8,25.33,43.27
2022-03-16 01:59,9,25.67,45.31
2022-03-16 02:03,4,25.33,58.78
2022-03-16 02:07,3,24.98,43.67
2022-03-16 02:07,7,24.98,42.04
2022-03-16 02:08,6,24.98,41.22
2022-03-16 02:10,12,25.33,38.37
2022-03-16 02:11,1,24.63,58.78
2022-03-16 02:16,10,25.33,49.39
2022-03-16 02:17,8,25.33,43.67
2022-03-16 02:17,11,24.63,43.67
2022-03-16 02:19,9,25.33,45.31
2022-03-16 02:23,4,24.98,58.78
2022-03-16 02:27,3,24.98,43.67
2022-03-16 02:27,7,24.98,42.45
2022-03-16 02:28,6,24.98,41.63
2022-03-16 02:30,12,24.98,38.37
2022-03-16 02:31,1,24.63,58.78
2022-03-16 02:34,5,24.29,41.22
2022-03-16 02:36,10,25.33,49.39
2022-03-16 02:37,8,24.98,43.27
2022-03-16 02:37,11,24.63,43.67
2022-03-16 02:39,9,25.33,45.31
2022-03-16 02:43,4,24.98,58.37
2022-03-16 02:46,7,24.98,42.04
2022-03-16 02:47,3,24.98,43.67
2022-03-16 02:50,12,24.98,38.37
2022-03-16 02:51,1,24.63,58.78
2022-03-16 02:54,5,24.29,41.63
2022-03-16 02:56,10,24.98,49.39
2022-03-16 02:56,11,24.63,43.67
2022-03-16 02:57,8,24.98,43.67
2022-03-16 02:59,9,25.33,45.31
2022-03-16 03:03,4,24.98,58.37
2022-03-16 03:06,7,24.98,42.04
2022-03-16 03:07,3,24.98,43.67
2022-03-16 03:08,6,24.63,41.63
2022-03-16 03:09,12,24.98,38.37
2022-03-16 03:10,1,24.29,58.78
2022-03-16 03:14,5,24.29,41.63
2022-03-16 03:16,11,24.63,43.67
2022-03-16 03:17,8,24.98,43.67
2022-03-16 03:19,9,25.33,45.31
2022-03-16 03:23,4,24.98,58.37
2022-03-16 03:26,7,24.98,42.45
2022-03-16 03:27,3,24.63,43.67
2022-03-16 03:28,6,24.63,41.63
2022-03-16 03:29,12,24.98,38.37
2022-03-16 03:30,1,24.29,58.78
2022-03-16 03:33,5,23.94,41.63
2022-03-16 03:35,10,24.63,49.39
2022-03-16 03:36,11,24.63,43.67
2022-03-16 03:37,8,24.63,43.67
2022-03-16 03:39,9,24.98,45.31
2022-03-16 03:42,4,24.98,58.37
2022-03-16 03:46,3,24.63,44.08
2022-03-16 03:46,7,24.63,42.45
2022-03-16 03:47,6,24.63,41.22
2022-03-16 03:49,12,24.63,38.37
2022-03-16 03:50,1,24.29,58.78
2022-03-16 03:55,10,24.63,49.39
2022-03-16 03:56,11,24.29,43.67
2022-03-16 03:57,8,24.63,43.67
2022-03-16 03:59,9,24.98,45.31
2022-03-16 04:02,4,24.63,58.37
2022-03-16 04:06,3,24.63,43.67
2022-03-16 04:06,7,24.63,42.45
2022-03-16 04:07,6,24.29,41.63
2022-03-16 04:09,12,24.63,38.37
2022-03-16 04:10,1,24.29,58.78
2022-03-16 04:13,5,23.94,41.63
2022-03-16 04:15,10,24.63,49.39
2022-03-16 04:16,11,24.29,43.67
2022-03-16 04:17,8,24.63,43.67
2022-03-16 04:18,9,24.98,45.31
2022-03-16 04:22,4,24.63,58.37
2022-03-16 04:26,3,24.63,44.08
2022-03-16 04:26,7,24.63,42.45
2022-03-16 04:27,6,24.29,41.63
2022-03-16 04:29,12,24.63,38.37
2022-03-16 04:30,1,24.29,58.78
2022-03-16 04:33,5,23.94,41.63
2022-03-16 04:36,11,24.29,43.67
2022-03-16 04:37,8,24.63,43.67
2022-03-16 04:38,9,24.98,45.31
2022-03-16 04:42,4,24.63,58.37
2022-03-16 04:46,3,24.29,44.08
2022-03-16 04:46,7,24.63,42.45
2022-03-16 04:47,6,24.29,41.63
2022-03-16 04:49,12,24.29,38.37
2022-03-16 04:50,1,23.94,58.78
2022-03-16 04:53,5,23.94,41.63
2022-03-16 04:55,10,24.29,49.39
2022-03-16 04:56,11,24.29,43.67
2022-03-16 04:57,8,24.29,43.67
2022-03-16 04:58,9,24.63,45.31
2022-03-16 05:02,4,24.63,58.37
2022-03-16 05:06,3,24.29,44.08
2022-03-16 05:06,7,24.29,42.45
2022-03-16 05:07,6,24.29,41.63
2022-03-16 05:09,12,24.29,38.37
2022-03-16 05:10,1,23.94,58.78
2022-03-16 05:13,5,23.59,41.63
2022-03-16 05:15,10,24.29,49.39
2022-03-16 05:16,11,24.29,43.67
2022-03-16 05:17,8,24.29,43.67
2022-03-16 05:18,9,24.63,45.31
2022-03-16 05:22,4,24.29,58.37
2022-03-16 05:26,3,24.29,44.08
2022-03-16 05:26,7,24.29,42.45
2022-03-16 05:27,6,24.29,41.63
2022-03-16 05:29,12,24.29,38.37
2022-03-16 05:30,1,23.94,58.78
2022-03-16 05:35,10,24.29,49.39
2022-03-16 05:36,11,23.94,43.67
2022-03-16 05:37,8,24.29,43.67
2022-03-16 05:38,9,24.63,45.31
2022-03-16 05:42,4,24.29,58.37
2022-03-16 05:46,3,24.29,44.08
2022-03-16 05:46,7,24.29,42.45
2022-03-16 05:47,6,23.94,41.63
2022-03-16 05:49,12,24.29,38.37
2022-03-16 05:50,1,23.94,58.78
2022-03-16 05:53,5,23.59,41.63
2022-03-16 05:55,10,23.94,49.39
2022-03-16 05:55,11,23.94,43.67
2022-03-16 05:56,8,24.29,43.67
2022-03-16 05:58,9,24.63,45.31
2022-03-16 06:02,4,24.29,58.37
2022-03-16 06:05,7,24.29,42.45
2022-03-16 06:06,3,24.29,44.08
2022-03-16 06:07,6,23.94,41.63
2022-03-16 06:09,1,23.94,58.78
2022-03-16 06:09,12,23.94,38.37
2022-03-16 06:13,5,23.59,41.63
2022-03-16 06:15,10,23.94,49.39
2022-03-16 06:15,11,23.94,44.08
2022-03-16 06:16,8,24.29,43.67
2022-03-16 06:18,9,24.29,45.31
2022-03-16 06:22,4,24.29,58.37
2022-03-16 06:25,7,24.29,42.45
2022-03-16 06:26,3,24.29,44.08
2022-03-16 06:27,6,23.94,42.04
2022-03-16 06:29,1,23.94,58.78
2022-03-16 06:29,12,23.94,38.37
2022-03-16 06:33,5,23.24,41.63
2022-03-16 06:35,10,23.94,49.39
2022-03-16 06:38,9,24.29,45.31
2022-03-16 06:42,4,24.29,58.37
2022-03-16 06:45,7,24.29,42.86
2022-03-16 06:46,3,23.94,44.08
2022-03-16 06:49,1,23.94,58.78
2022-03-16 06:49,12,23.94,38.37
2022-03-16 06:52,5,23.24,41.63
2022-03-16 06:55,10,23.94,49.39
2022-03-16 06:55,11,23.94,44.08
2022-03-16 06:56,8,23.94,43.27
2022-03-16 06:58,9,24.29,45.31
2022-03-16 07:02,4,23.94,57.96
2022-03-16 07:05,3,23.94,43.67
2022-03-16 07:05,7,23.94,42.86
2022-03-16 07:07,6,23.94,42.04
2022-03-16 07:08,12,23.94,38.37
2022-03-16 07:09,1,23.59,58.78
2022-03-16 07:12,5,23.24,41.63
2022-03-16 07:15,10,23.59,49.39
2022-03-16 07:15,11,23.94,44.08
2022-03-16 07:16,8,23.94,43.67
2022-03-16 07:18,9,24.29,45.31
2022-03-16 07:22,4,23.94,58.37
2022-03-16 07:25,3,23.94,43.67
2022-03-16 07:25,7,23.94,42.86
2022-03-16 07:27,6,23.94,41.63
2022-03-16 07:28,12,23.94,38.37
2022-03-16 07:29,1,23.59,58.78
2022-03-16 07:35,10,23.59,49.39
2022-03-16 07:35,11,23.59,44.08
2022-03-16 07:37,9,24.29,45.31
2022-03-16 07:41,4,23.94,58.37
2022-03-16 07:45,3,23.94,44.08
2022-03-16 07:45,7,23.94,42.45
2022-03-16 07:46,6,23.59,41.63
2022-03-16 07:48,12,23.59,38.37
2022-03-16 07:49,1,23.59,58.78
2022-03-16 07:52,5,23.24,41.63
2022-03-16 07:54,10,23.59,49.39
2022-03-16 07:55,11,23.59,43.67
2022-03-16 07:57,9,23.94,45.31
2022-03-16 08:01,4,23.94,58.37
2022-03-16 08:05,3,23.94,44.08
2022-03-16 08:05,7,23.94,42.45
2022-03-16 08:06,6,23.59,41.63
2022-03-16 08:08,12,23.59,38.37
2022-03-16 08:09,1,23.59,58.78
2022-03-16 08:12,5,23.24,41.63
2022-03-16 08:14,10,23.59,49.39
2022-03-16 08:15,11,23.59,44.08
2022-03-16 08:16,8,23.59,43.27
2022-03-16 08:17,9,23.94,45.31
2022-03-16 08:21,4,23.94,58.37
2022-03-16 08:25,3,23.94,44.08
2022-03-16 08:25,7,23.94,42.86
2022-03-16 08:26,6,23.59,41.63
2022-03-16 08:28,12,23.59,38.37
2022-03-16 08:29,1,23.59,58.78
2022-03-16 08:32,5,22.9,41.63
2022-03-16 08:34,10,23.59,49.39
2022-03-16 08:35,11,23.59,44.08
2022-03-16 08:36,8,23.59,43.67
2022-03-16 08:37,9,23.94,45.31
2022-03-16 08:41,4,23.94,57.96
2022-03-16 08:45,3,23.59,44.08
2022-03-16 08:45,7,23.94,42.86
2022-03-16 08:46,6,23.59,41.63
2022-03-16 08:48,12,23.59,38.37
2022-03-16 08:49,1,23.59,58.78
2022-03-16 08:52,5,22.9,41.63
2022-03-16 08:54,10,23.24,49.39
2022-03-16 08:55,11,23.59,44.08
2022-03-16 08:56,8,23.59,43.67
2022-03-16 08:57,9,23.94,45.31
2022-03-16 09:01,4,23.59,58.37
2022-03-16 09:05,3,23.59,44.08
2022-03-16 09:05,7,23.59,42.86
2022-03-16 09:06,6,23.59,41.63
2022-03-16 09:08,12,23.59,38.37
2022-03-16 09:09,1,23.24,58.78
2022-03-16 09:12,5,22.9,42.04
2022-03-16 09:14,10,23.24,49.39
2022-03-16 09:15,11,23.59,43.67
2022-03-16 09:16,8,23.59,43.67
2022-03-16 09:17,9,23.94,45.31
2022-03-16 09:21,4,23.59,57.96
2022-03-16 09:24,7,23.59,42.45
2022-03-16 09:25,3,23.59,43.67
2022-03-16 09:26,6,23.59,41.63
2022-03-16 09:28,1,23.24,58.78
2022-03-16 09:28,12,23.59,38.37
2022-03-16 09:32,5,22.9,41.63
2022-03-16 09:34,10,23.24,49.39
2022-03-16 09:34,11,23.24,44.08
2022-03-16 09:35,8,23.59,43.67
2022-03-16 09:37,9,23.59,45.31
2022-03-16 09:41,4,23.59,57.96
2022-03-16 09:44,7,23.59,42.86
2022-03-16 09:45,3,23.59,44.08
2022-03-16 09:46,6,23.24,42.04
2022-03-16 09:48,1,23.24,58.78
2022-03-16 09:48,12,23.24,38.37
2022-03-16 09:52,5,22.9,42.04
2022-03-16 09:54,10,23.24,49.39
2022-03-16 09:54,11,23.24,44.08
2022-03-16 09:55,8,23.24,43.67
2022-03-16 09:57,9,23.59,45.31
2022-03-16 10:01,4,23.59,57.96
2022-03-16 10:04,7,23.59,42.86
2022-03-16 10:05,3,23.59,44.08
2022-03-16 10:06,6,23.24,42.04
2022-03-16 10:08,1,23.24,58.78
2022-03-16 10:08,12,23.24,38.37
2022-03-16 10:12,5,22.9,41.63
2022-03-16 10:14,11,23.24,43.67
2022-03-16 10:15,8,23.24,43.67
2022-03-16 10:17,9,23.59,45.31
2022-03-16 10:21,4,23.59,57.96
2022-03-16 10:24,7,23.59,42.86
2022-03-16 10:25,3,23.59,44.08
2022-03-16 10:26,6,23.24,41.63
2022-03-16 10:28,1,23.24,58.78
2022-03-16 10:28,12,23.24,38.37
2022-03-16 10:31,5,22.55,41.63
2022-03-16 10:34,10,22.9,49.39
2022-03-16 10:34,11,23.24,44.08
2022-03-16 10:35,8,23.24,43.67
2022-03-16 10:37,9,23.59,45.31
2022-03-16 10:41,4,23.59,58.37
2022-03-16 10:44,3,23.24,44.08
2022-03-16 10:44,7,23.59,42.86
2022-03-16 10:46,6,23.24,42.04
2022-03-16 10:47,12,23.24,38.37
2022-03-16 10:48,1,23.24,58.37
2022-03-16 10:51,5,22.55,42.04
2022-03-16 10:54,11,23.24,44.08
2022-03-16 10:55,8,23.24,43.67
2022-03-16 10:56,9,23.59,45.31
2022-03-16 11:01,4,23.24,58.37
2022-03-16 11:04,3,23.24,44.08
2022-03-16 11:04,7,23.24,42.86
2022-03-16 11:06,6,23.24,42.04
2022-03-16 11:07,12,23.24,38.37
2022-03-16 11:08,1,23.24,58.37
2022-03-16 11:11,5,22.55,42.04
2022-03-16 11:14,10,22.9,49.39
2022-03-16 11:14,11,23.24,44.08
2022-03-16 11:15,8,23.24,43.67
2022-03-16 11:16,9,23.59,45.31
2022-03-16 11:21,4,23.24,58.37
2022-03-16 11:24,3,23.24,44.08
2022-03-16 11:24,7,23.24,42.86
2022-03-16 11:26,6,23.24,42.04
2022-03-16 11:27,12,23.24,38.37
2022-03-16 11:28,1,22.9,58.78
2022-03-16 11:31,5,22.55,41.63
2022-03-16 11:34,10,22.9,49.39
2022-03-16 11:34,11,23.24,44.08
2022-03-16 11:35,8,23.24,43.67
2022-03-16 11:36,9,23.59,45.31
2022-03-16 11:40,4,23.24,58.37
2022-03-16 11:44,3,23.24,44.08
2022-03-16 11:44,7,23.24,42.86
2022-03-16 11:46,6,23.24,42.04
2022-03-16 11:47,12,23.24,38.37
2022-03-16 11:48,1,22.9,58.78
2022-03-16 11:51,5,22.55,42.04
2022-03-16 11:54,10,22.55,49.39
2022-03-16 11:54,11,23.24,44.08
2022-03-16 11:55,8,23.24,43.67
2022-03-16 11:56,9,23.59,45.31
2022-03-16 12:00,4,23.24,58.37
2022-03-16 12:04,3,23.24,44.08
2022-03-16 12:04,7,23.24,43.27
2022-03-16 12:06,6,23.24,42.04
2022-03-16 12:08,1,22.9,58.78
2022-03-16 12:14,10,22.9,49.39
2022-03-16 12:14,11,23.24,44.08
2022-03-16 12:15,8,23.24,43.67
2022-03-16 12:16,9,23.59,45.71
2022-03-16 12:20,4,23.24,58.78
2022-03-16 12:24,3,23.59,44.08
2022-03-16 12:24,7,23.24,43.27
2022-03-16 12:26,6,23.24,42.04
2022-03-16 12:27,12,23.24,38.37
2022-03-16 12:28,1,23.24,58.78
2022-03-16 12:31,5,22.55,42.04
2022-03-16 12:34,10,22.9,49.39
2022-03-16 12:34,11,23.24,44.08
2022-03-16 12:36,9,23.59,45.71
2022-03-16 12:40,4,23.59,58.37
2022-03-16 12:44,3,23.59,44.08
2022-03-16 12:44,7,23.24,42.86
2022-03-16 12:46,6,23.24,42.04
2022-03-16 12:47,12,23.24,38.37
2022-03-16 12:48,1,23.24,58.78
2022-03-16 12:51,5,22.55,42.04
2022-03-16 12:54,10,22.9,49.39
2022-03-16 12:54,11,23.24,44.08
2022-03-16 12:55,8,23.59,43.67
2022-03-16 12:56,9,23.59,45.71
2022-03-16 13:00,4,23.59,58.78
2022-03-16 13:04,3,23.59,44.08
2022-03-16 13:04,7,23.24,43.27
2022-03-16 13:05,6,23.24,42.04
2022-03-16 13:07,1,23.24,58.78
2022-03-16 13:07,12,23.24,38.37
2022-03-16 13:11,5,22.55,42.04
2022-03-16 13:14,10,22.9,49.39
