Node_ID,gap_start,gap_end,elapsed_minutes,nominal_interval_minutes,approx_missing_readings
8,3/17/2022 15:48,3/17/2022 16:28,40,20,1
8,3/17/2022 17:47,3/17/2022 18:47,60,20,2
8,3/17/2022 23:46,3/18/2022 0:25,39,20,1
8,3/18/2022 1:45,3/18/2022 2:25,40,20,1
8,3/18/2022 3:05,3/18/2022 3:45,40,20,1
8,3/18/2022 4:44,3/18/2022 5:24,40,20,1
8,3/18/2022 5:44,3/18/2022 6:24,40,20,1
8,3/18/2022 8:03,3/18/2022 8:43,40,20,1
8,3/18/2022 10:43,3/18/2022 11:43,60,20,2
8,3/18/2022 13:22,3/18/2022 14:02,40,20,1
8,3/18/2022 19:21,3/18/2022 20:01,40,20,1
8,3/18/2022 20:01,3/18/2022 20:41,40,20,1
8,3/18/2022 20:41,3/18/2022 21:20,39,20,1
8,3/18/2022 22:20,3/19/2022 1:59,219,20,10
8,3/19/2022 4:18,3/19/2022 5:18,60,20,2
8,3/19/2022 6:58,3/19/2022 7:37,39,20,1
8,3/19/2022 11:16,3/19/2022 13:36,140,20,6
8,3/19/2022 13:56,3/19/2022 22:34,518,20,25
8,3/20/2022 3:32,3/20/2022 4:12,40,20,1
8,3/20/2022 6:31,3/20/2022 7:11,40,20,1
8,3/20/2022 7:51,3/20/2022 8:31,40,20,1
8,3/20/2022 9:31,3/20/2022 10:10,39,20,1
8,3/20/2022 12:10,3/20/2022 22:07,597,20,29
8,3/20/2022 23:47,3/21/2022 0:27,40,20,1
8,3/21/2022 2:26,3/21/2022 3:06,40,20,1
8,3/21/2022 3:46,3/21/2022 4:26,40,20,1
8,3/21/2022 5:25,3/21/2022 6:05,40,20,1
8,3/21/2022 13:43,3/21/2022 14:43,60,20,2
8,3/21/2022 22:01,3/21/2022 22:41,40,20,1
8,3/21/2022 23:21,3/22/2022 1:00,99,20,4
8,3/22/2022 4:00,3/22/2022 4:39,39,20,1
8,3/22/2022 5:59,3/22/2022 6:39,40,20,1
8,3/22/2022 7:19,3/22/2022 7:59,40,20,1
8,3/22/2022 9:38,3/22/2022 10:18,40,20,1
8,3/22/2022 14:57,3/22/2022 15:37,40,20,1
8,3/22/2022 16:56,3/22/2022 17:36,40,20,1
8,3/22/2022 17:56,3/22/2022 18:36,40,20,1
8,3/22/2022 18:56,3/22/2022 19:36,40,20,1
8,3/22/2022 21:35,3/22/2022 22:15,40,20,1
8,3/23/2022 5:33,3/23/2022 6:13,40,20,1
8,3/23/2022 6:53,3/23/2022 7:32,39,20,1
8,3/23/2022 8:12,3/23/2022 8:52,40,20,1
8,3/23/2022 9:52,3/23/2022 10:32,40,20,1
8,3/23/2022 13:51,3/23/2022 14:31,40,20,1
8,3/23/2022 15:50,3/23/2022 16:30,40,20,1
8,3/23/2022 17:30,3/23/2022 18:10,40,20,1
8,3/23/2022 18:30,3/23/2022 19:09,39,20,1
8,3/23/2022 23:28,3/24/2022 0:08,40,20,1
8,3/24/2022 2:07,3/24/2022 2:47,40,20,1
8,3/24/2022 6:46,3/24/2022 7:26,40,20,1
8,3/24/2022 11:25,3/24/2022 12:05,40,20,1
8,3/24/2022 12:25,3/24/2022 13:05,40,20,1
8,3/24/2022 13:05,3/24/2022 14:05,60,20,2
8,3/24/2022 14:44,3/24/2022 15:24,40,20,1
8,3/24/2022 16:44,3/24/2022 17:24,40,20,1
8,3/24/2022 18:43,3/24/2022 19:43,60,20,2
8,3/24/2022 19:43,3/24/2022 20:23,40,20,1
8,3/25/2022 2:21,3/25/2022 3:01,40,20,1
8,3/25/2022 3:21,3/25/2022 4:01,40,20,1
8,3/25/2022 4:01,3/25/2022 4:41,40,20,1
8,3/25/2022 5:01,3/25/2022 5:40,39,20,1
8,3/25/2022 11:19,3/25/2022 12:19,60,20,2
8,3/25/2022 13:19,3/25/2022 14:18,59,20,2
8,3/25/2022 18:57,3/25/2022 20:17,80,20,3
8,3/26/2022 0:35,3/26/2022 1:15,40,20,1
8,3/26/2022 2:35,3/26/2022 3:35,60,20,2
8,3/26/2022 6:34,3/26/2022 7:14,40,20,1
8,3/26/2022 7:14,3/26/2022 7:53,39,20,1
8,3/26/2022 9:13,3/26/2022 9:53,40,20,1
8,3/26/2022 10:13,3/26/2022 10:53,40,20,1
8,3/26/2022 10:53,3/26/2022 11:53,60,20,2
8,3/26/2022 15:32,3/26/2022 16:32,60,20,2
8,3/26/2022 16:52,3/26/2022 17:51,59,20,2
8,3/26/2022 17:51,3/26/2022 18:31,40,20,1
8,3/26/2022 18:31,3/26/2022 19:11,40,20,1
8,3/26/2022 20:11,3/26/2022 20:50,39,20,1
8,3/26/2022 22:10,3/26/2022 22:50,40,20,1
8,3/27/2022 1:29,3/27/2022 2:29,60,20,2
8,3/27/2022 3:48,3/27/2022 4:28,40,20,1
8,3/27/2022 5:08,3/27/2022 5:48,40,20,1
8,3/27/2022 7:07,3/27/2022 7:47,40,20,1
8,3/27/2022 10:47,3/27/2022 11:26,39,20,1
8,3/27/2022 11:46,3/27/2022 21:24,578,20,28
8,3/27/2022 21:24,3/27/2022 22:04,40,20,1
8,3/27/2022 22:24,3/27/2022 23:03,39,20,1
8,3/27/2022 23:23,3/28/2022 0:03,40,20,1
8,3/28/2022 1:23,3/28/2022 2:03,40,20,1
8,3/28/2022 4:02,3/28/2022 4:42,40,20,1
8,3/28/2022 6:21,3/28/2022 7:01,40,20,1
8,3/28/2022 7:41,3/28/2022 8:21,40,20,1
8,3/28/2022 9:21,3/28/2022 10:00,39,20,1
8,3/28/2022 20:38,3/28/2022 21:18,40,20,1
8,3/29/2022 1:56,3/29/2022 2:36,40,20,1
8,3/29/2022 3:56,3/29/2022 4:36,40,20,1
8,3/29/2022 10:34,3/29/2022 11:34,60,20,2
8,3/29/2022 14:33,3/29/2022 15:13,40,20,1
8,3/30/2022 7:29,3/30/2022 8:09,40,20,1
8,3/30/2022 11:08,3/30/2022 11:48,40,20,1
8,3/30/2022 12:47,3/30/2022 13:27,40,20,1
8,3/30/2022 17:46,3/30/2022 18:26,40,20,1
8,3/30/2022 21:45,3/30/2022 22:25,40,20,1
8,3/31/2022 0:24,3/31/2022 1:24,60,20,2
9,3/9/2022 15:25,3/9/2022 16:05,40,20,1
9,3/9/2022 17:05,3/9/2022 17:44,39,20,1
9,3/10/2022 0:42,3/10/2022 3:01,139,20,6
9,3/10/2022 20:36,3/10/2022 21:16,40,20,1
9,3/10/2022 22:56,3/10/2022 23:36,40,20,1
9,3/11/2022 0:15,3/11/2022 0:55,40,20,1
9,3/11/2022 3:14,3/11/2022 3:54,40,20,1
9,3/11/2022 11:12,3/11/2022 22:09,657,20,32
9,3/11/2022 22:29,3/11/2022 23:09,40,20,1
9,3/11/2022 23:28,3/12/2022 0:08,40,20,1
9,3/12/2022 1:48,3/12/2022 2:28,40,20,1
9,3/12/2022 6:26,3/12/2022 22:22,956,20,47
9,3/13/2022 2:01,3/13/2022 2:40,39,20,1
9,3/13/2022 2:40,3/13/2022 3:20,40,20,1
9,3/13/2022 9:38,3/13/2022 10:38,60,20,2
9,3/13/2022 19:36,3/13/2022 22:15,159,20,7
9,3/14/2022 8:12,3/14/2022 8:51,39,20,1
9,3/14/2022 9:11,3/14/2022 22:47,816,20,40
9,3/15/2022 11:03,3/15/2022 11:43,40,20,1
9,3/15/2022 15:42,3/15/2022 16:22,40,20,1
9,3/17/2022 1:12,3/17/2022 1:52,40,20,1
9,3/18/2022 6:24,3/18/2022 7:04,40,20,1
9,3/18/2022 22:19,3/19/2022 1:58,219,20,10
9,3/19/2022 6:37,3/19/2022 7:36,59,20,2
9,3/19/2022 11:35,3/19/2022 13:35,120,20,5
9,3/19/2022 13:55,3/19/2022 22:32,517,20,25
9,3/20/2022 12:08,3/20/2022 22:05,597,20,29
9,3/23/2022 5:49,3/23/2022 6:29,40,20,1
9,3/23/2022 9:48,3/23/2022 10:27,39,20,1
9,3/23/2022 13:46,3/23/2022 14:26,40,20,1
9,3/24/2022 5:02,3/24/2022 5:42,40,20,1
9,3/25/2022 6:34,3/25/2022 7:14,40,20,1
9,3/25/2022 8:54,3/25/2022 9:33,39,20,1
9,3/25/2022 11:13,3/25/2022 11:53,40,20,1
9,3/25/2022 14:12,3/25/2022 14:52,40,20,1
9,3/26/2022 19:04,3/26/2022 19:44,40,20,1
9,3/27/2022 1:02,3/27/2022 1:42,40,20,1
9,3/27/2022 11:59,3/27/2022 21:36,577,20,28
9,3/29/2022 0:08,3/29/2022 0:48,40,20,1
10,3/9/2022 13:11,3/9/2022 14:11,60,20,2
10,3/9/2022 16:32,3/9/2022 17:12,40,20,1
10,3/9/2022 17:12,3/9/2022 17:52,40,20,1
10,3/9/2022 18:12,3/9/2022 18:52,40,20,1
10,3/9/2022 19:12,3/9/2022 19:51,39,20,1
10,3/9/2022 19:51,3/9/2022 20:51,60,20,2
10,3/9/2022 20:51,3/9/2022 21:51,60,20,2
10,3/9/2022 21:51,3/9/2022 22:31,40,20,1
10,3/10/2022 0:30,3/10/2022 2:49,139,20,6
10,3/10/2022 4:49,3/10/2022 5:29,40,20,1
10,3/10/2022 6:09,3/10/2022 7:28,79,20,3
10,3/10/2022 7:28,3/10/2022 8:08,40,20,1
10,3/10/2022 8:08,3/10/2022 8:48,40,20,1
10,3/10/2022 10:48,3/10/2022 11:28,40,20,1
10,3/10/2022 13:07,3/10/2022 13:47,40,20,1
10,3/10/2022 14:07,3/10/2022 15:07,60,20,2
10,3/10/2022 19:06,3/10/2022 19:46,40,20,1
10,3/10/2022 20:06,3/10/2022 20:45,39,20,1
10,3/10/2022 20:45,3/10/2022 21:25,40,20,1
10,3/10/2022 21:25,3/10/2022 22:05,40,20,1
10,3/11/2022 10:02,3/11/2022 10:42,40,20,1
10,3/11/2022 11:02,3/11/2022 22:19,677,20,33
10,3/12/2022 4:58,3/12/2022 5:38,40,20,1
10,3/12/2022 6:37,3/12/2022 22:34,957,20,47
10,3/13/2022 9:31,3/13/2022 10:31,60,20,2
10,3/13/2022 10:31,3/13/2022 11:11,40,20,1
10,3/13/2022 11:31,3/13/2022 12:10,39,20,1
10,3/13/2022 15:50,3/13/2022 16:30,40,20,1
10,3/13/2022 18:09,3/13/2022 18:49,40,20,1
10,3/13/2022 19:29,3/13/2022 22:08,159,20,7
10,3/14/2022 0:27,3/14/2022 1:07,40,20,1
10,3/14/2022 3:27,3/14/2022 4:07,40,20,1
10,3/14/2022 4:46,3/14/2022 5:26,40,20,1
10,3/14/2022 6:06,3/14/2022 6:46,40,20,1
10,3/14/2022 13:25,3/14/2022 14:05,40,20,1
10,3/14/2022 14:05,3/14/2022 14:44,39,20,1
10,3/14/2022 17:44,3/14/2022 18:24,40,20,1
10,3/14/2022 18:43,3/14/2022 19:23,40,20,1
10,3/14/2022 19:43,3/14/2022 20:23,40,20,1
10,3/14/2022 21:43,3/14/2022 22:22,39,20,1
10,3/14/2022 22:22,3/14/2022 23:22,60,20,2
10,3/15/2022 1:02,3/15/2022 1:42,40,20,1
10,3/15/2022 4:01,3/15/2022 4:41,40,20,1
10,3/15/2022 6:00,3/15/2022 6:40,40,20,1
10,3/15/2022 9:00,3/15/2022 9:40,40,20,1
10,3/15/2022 10:19,3/15/2022 10:59,40,20,1
10,3/15/2022 13:19,3/15/2022 13:59,40,20,1
10,3/15/2022 16:18,3/15/2022 16:58,40,20,1
10,3/15/2022 21:57,3/15/2022 22:37,40,20,1
10,3/15/2022 23:36,3/16/2022 0:36,60,20,2
10,3/16/2022 2:56,3/16/2022 3:35,39,20,1
10,3/16/2022 4:15,3/16/2022 4:55,40,20,1
10,3/16/2022 9:54,3/16/2022 10:34,40,20,1
10,3/16/2022 10:34,3/16/2022 11:14,40,20,1
10,3/16/2022 14:13,3/16/2022 14:53,40,20,1
10,3/16/2022 15:13,3/16/2022 15:53,40,20,1
10,3/16/2022 16:53,3/16/2022 17:33,40,20,1
10,3/16/2022 19:12,3/16/2022 19:52,40,20,1
10,3/16/2022 20:32,3/16/2022 21:12,40,20,1
10,3/16/2022 21:51,3/16/2022 22:31,40,20,1
10,3/16/2022 23:51,3/17/2022 0:31,40,20,1
10,3/17/2022 0:31,3/17/2022 1:11,40,20,1
10,3/17/2022 1:30,3/17/2022 2:10,40,20,1
10,3/17/2022 4:30,3/17/2022 5:10,40,20,1
10,3/17/2022 5:10,3/17/2022 5:49,39,20,1
10,3/17/2022 8:29,3/17/2022 9:09,40,20,1
10,3/17/2022 12:48,3/17/2022 13:48,60,20,2
10,3/17/2022 14:28,3/17/2022 15:08,40,20,1
10,3/17/2022 18:07,3/17/2022 19:07,60,20,2
10,3/17/2022 19:07,3/17/2022 19:46,39,20,1
10,3/18/2022 2:25,3/18/2022 3:05,40,20,1
10,3/18/2022 6:44,3/18/2022 7:24,40,20,1
10,3/18/2022 8:43,3/18/2022 9:23,40,20,1
10,3/18/2022 11:03,3/18/2022 11:43,40,20,1
10,3/18/2022 13:03,3/18/2022 13:42,39,20,1
10,3/18/2022 13:42,3/18/2022 14:42,60,20,2
10,3/18/2022 17:42,3/18/2022 18:21,39,20,1
10,3/18/2022 18:41,3/18/2022 19:21,40,20,1
10,3/18/2022 22:20,3/19/2022 1:59,219,20,10
10,3/19/2022 2:19,3/19/2022 2:59,40,20,1
10,3/19/2022 5:38,3/19/2022 6:18,40,20,1
10,3/19/2022 6:18,3/19/2022 6:58,40,20,1
10,3/19/2022 11:37,3/19/2022 22:34,657,20,32
10,3/19/2022 23:54,3/20/2022 0:34,40,20,1
10,3/20/2022 3:13,3/20/2022 3:53,40,20,1
10,3/20/2022 4:13,3/20/2022 4:53,40,20,1
10,3/20/2022 5:33,3/20/2022 6:13,40,20,1
10,3/20/2022 10:12,3/20/2022 10:51,39,20,1
10,3/20/2022 12:11,3/20/2022 21:49,578,20,28
10,3/20/2022 22:29,3/20/2022 23:09,40,20,1
10,3/21/2022 0:08,3/21/2022 0:48,40,20,1
10,3/21/2022 1:28,3/21/2022 2:08,40,20,1
10,3/21/2022 3:08,3/21/2022 3:47,39,20,1
10,3/21/2022 3:47,3/21/2022 4:47,60,20,2
10,3/21/2022 6:07,3/21/2022 6:47,40,20,1
10,3/21/2022 12:06,3/21/2022 12:45,39,20,1
10,3/21/2022 14:45,3/21/2022 15:25,40,20,1
10,3/21/2022 16:25,3/21/2022 17:05,40,20,1
10,3/21/2022 17:05,3/21/2022 17:44,39,20,1
10,3/21/2022 17:44,3/21/2022 18:24,40,20,1
10,3/21/2022 18:44,3/21/2022 19:24,40,20,1
10,3/21/2022 20:44,3/21/2022 21:23,39,20,1
10,3/21/2022 22:43,3/21/2022 23:23,40,20,1
10,3/22/2022 1:22,3/22/2022 2:02,40,20,1
10,3/22/2022 3:02,3/22/2022 3:42,40,20,1
10,3/22/2022 10:20,3/22/2022 11:00,40,20,1
10,3/22/2022 12:00,3/22/2022 12:40,40,20,1
10,3/22/2022 12:40,3/22/2022 13:20,40,20,1
10,3/22/2022 14:00,3/22/2022 14:39,39,20,1
10,3/22/2022 14:39,3/22/2022 15:19,40,20,1
10,3/22/2022 17:59,3/22/2022 18:39,40,20,1
10,3/23/2022 1:17,3/23/2022 1:57,40,20,1
10,3/23/2022 4:16,3/23/2022 4:56,40,20,1
10,3/23/2022 6:16,3/23/2022 7:15,59,20,2
10,3/23/2022 8:55,3/23/2022 9:35,40,20,1
10,3/23/2022 10:15,3/23/2022 10:55,40,20,1
10,3/23/2022 10:55,3/23/2022 11:54,59,20,2
10,3/23/2022 12:54,3/23/2022 13:34,40,20,1
10,3/23/2022 15:34,3/23/2022 16:13,39,20,1
10,3/23/2022 18:13,3/23/2022 18:53,40,20,1
10,3/23/2022 20:33,3/23/2022 21:12,39,20,1
10,3/23/2022 22:32,3/23/2022 23:12,40,20,1
10,3/24/2022 0:51,3/24/2022 1:31,40,20,1
10,3/24/2022 4:31,3/24/2022 5:10,39,20,1
10,3/24/2022 9:49,3/24/2022 10:29,40,20,1
10,3/24/2022 13:49,3/24/2022 14:28,39,20,1
10,3/24/2022 16:08,3/24/2022 16:48,40,20,1
10,3/24/2022 18:47,3/24/2022 19:47,60,20,2
10,3/25/2022 1:46,3/25/2022 2:26,40,20,1
10,3/25/2022 7:04,3/25/2022 8:04,60,20,2
10,3/25/2022 9:44,3/25/2022 10:24,40,20,1
10,3/25/2022 11:04,3/25/2022 11:43,39,20,1
10,3/25/2022 12:03,3/25/2022 12:43,40,20,1
10,3/25/2022 13:03,3/25/2022 13:43,40,20,1
10,3/25/2022 15:43,3/25/2022 16:23,40,20,1
10,3/25/2022 20:02,3/25/2022 20:41,39,20,1
10,3/25/2022 20:41,3/25/2022 21:21,40,20,1
10,3/25/2022 23:41,3/26/2022 0:20,39,20,1
10,3/26/2022 0:40,3/26/2022 1:20,40,20,1
10,3/26/2022 3:00,3/26/2022 3:40,40,20,1
10,3/26/2022 4:59,3/26/2022 5:39,40,20,1
10,3/26/2022 7:39,3/26/2022 8:18,39,20,1
10,3/26/2022 8:18,3/26/2022 8:58,40,20,1
10,3/26/2022 9:38,3/26/2022 10:18,40,20,1
10,3/26/2022 10:18,3/26/2022 10:58,40,20,1
10,3/26/2022 12:38,3/26/2022 13:38,60,20,2
10,3/26/2022 14:57,3/26/2022 15:37,40,20,1
10,3/26/2022 20:36,3/26/2022 21:16,40,20,1
10,3/26/2022 21:36,3/26/2022 22:15,39,20,1
10,3/26/2022 22:35,3/26/2022 23:15,40,20,1
10,3/27/2022 1:15,3/27/2022 1:54,39,20,1
10,3/27/2022 3:54,3/27/2022 4:34,40,20,1
10,3/27/2022 6:13,3/27/2022 6:53,40,20,1
10,3/27/2022 8:13,3/27/2022 8:53,40,20,1
10,3/27/2022 10:52,3/27/2022 11:32,40,20,1
10,3/27/2022 11:52,3/27/2022 21:30,578,20,28
10,3/27/2022 22:10,3/27/2022 23:29,79,20,3
10,3/28/2022 0:09,3/28/2022 0:49,40,20,1
10,3/28/2022 2:49,3/28/2022 3:48,59,20,2
10,3/28/2022 4:08,3/28/2022 4:48,40,20,1
10,3/28/2022 13:06,3/28/2022 14:06,60,20,2
10,3/28/2022 16:06,3/28/2022 16:46,40,20,1
10,3/28/2022 16:46,3/28/2022 17:26,40,20,1
10,3/28/2022 19:45,3/28/2022 20:25,40,20,1
10,3/28/2022 22:04,3/28/2022 22:44,40,20,1
10,3/28/2022 23:24,3/29/2022 0:24,60,20,2
10,3/29/2022 1:03,3/29/2022 1:43,40,20,1
10,3/29/2022 8:02,3/29/2022 8:42,40,20,1
10,3/29/2022 9:41,3/29/2022 10:21,40,20,1
10,3/29/2022 10:21,3/29/2022 11:01,40,20,1
10,3/29/2022 11:01,3/29/2022 12:01,60,20,2
10,3/29/2022 14:41,3/29/2022 15:20,39,20,1
10,3/29/2022 18:00,3/29/2022 18:40,40,20,1
10,3/29/2022 18:40,3/29/2022 19:19,39,20,1
10,3/29/2022 20:39,3/29/2022 21:19,40,20,1
10,3/29/2022 21:19,3/29/2022 21:59,40,20,1
10,3/29/2022 23:58,3/30/2022 0:38,40,20,1
10,3/30/2022 1:18,3/30/2022 1:58,40,20,1
10,3/30/2022 4:57,3/30/2022 5:57,60,20,2
10,3/30/2022 6:56,3/30/2022 7:56,60,20,2
10,3/30/2022 10:16,3/30/2022 10:56,40,20,1
10,3/30/2022 11:35,3/30/2022 12:15,40,20,1
10,3/30/2022 15:34,3/30/2022 16:14,40,20,1
10,3/30/2022 17:14,3/30/2022 17:54,40,20,1
10,3/30/2022 18:34,3/30/2022 19:34,60,20,2
10,3/30/2022 21:53,3/30/2022 22:53,60,20,2
10,3/30/2022 23:13,3/30/2022 23:52,39,20,1
11,3/10/2022 0:38,3/10/2022 2:57,139,20,6
11,3/10/2022 10:15,3/10/2022 10:55,40,20,1
11,3/11/2022 11:08,3/11/2022 22:05,657,20,32
11,3/11/2022 22:05,3/11/2022 22:45,40,20,1
11,3/12/2022 6:43,3/12/2022 22:18,935,20,46
11,3/13/2022 9:35,3/13/2022 10:35,60,20,2
11,3/13/2022 10:35,3/13/2022 11:15,40,20,1
11,3/13/2022 19:32,3/13/2022 22:12,160,20,7
11,3/14/2022 5:49,3/14/2022 6:29,40,20,1
11,3/14/2022 7:29,3/14/2022 8:09,40,20,1
11,3/14/2022 15:27,3/14/2022 16:07,40,20,1
11,3/14/2022 17:46,3/14/2022 18:26,40,20,1
11,3/14/2022 18:46,3/14/2022 19:26,40,20,1
11,3/15/2022 13:20,3/15/2022 14:00,40,20,1
11,3/16/2022 6:15,3/16/2022 6:55,40,20,1
11,3/18/2022 7:22,3/18/2022 8:02,40,20,1
11,3/18/2022 22:18,3/19/2022 2:17,239,20,11
11,3/19/2022 11:34,3/19/2022 13:33,119,20,5
11,3/19/2022 13:53,3/19/2022 22:31,518,20,25
11,3/20/2022 0:10,3/20/2022 0:50,40,20,1
11,3/20/2022 12:07,3/20/2022 22:04,597,20,29
11,3/21/2022 21:18,3/21/2022 21:57,39,20,1
11,3/22/2022 4:35,3/22/2022 5:15,40,20,1
11,3/22/2022 7:35,3/22/2022 8:15,40,20,1
11,3/22/2022 12:13,3/22/2022 12:53,40,20,1
11,3/23/2022 3:09,3/23/2022 3:49,40,20,1
11,3/23/2022 16:46,3/23/2022 17:25,39,20,1
11,3/23/2022 20:05,3/23/2022 20:44,39,20,1
11,3/24/2022 21:18,3/24/2022 21:57,39,20,1
11,3/25/2022 1:36,3/25/2022 2:36,60,20,2
11,3/25/2022 3:56,3/25/2022 4:55,59,20,2
11,3/25/2022 4:55,3/25/2022 5:35,40,20,1
11,3/25/2022 5:35,3/25/2022 6:15,40,20,1
11,3/25/2022 6:35,3/25/2022 7:15,40,20,1
11,3/25/2022 7:34,3/25/2022 8:14,40,20,1
11,3/25/2022 8:14,3/25/2022 8:54,40,20,1
11,3/25/2022 16:12,3/25/2022 16:52,40,20,1
11,3/25/2022 23:50,3/26/2022 15:05,915,20,45
11,3/26/2022 16:45,3/26/2022 17:25,40,20,1
11,3/26/2022 19:04,3/26/2022 19:44,40,20,1
11,3/26/2022 19:44,3/28/2022 15:15,2611,20,130
11,3/28/2022 21:14,3/28/2022 21:53,39,20,1
11,3/30/2022 12:03,3/30/2022 12:42,39,20,1
11,3/30/2022 14:42,3/30/2022 15:22,40,20,1
11,3/30/2022 17:41,3/30/2022 18:21,40,20,1
11,3/31/2022 0:39,3/31/2022 1:19,40,20,1
12,3/9/2022 23:10,3/9/2022 23:50,40,20,1
12,3/10/2022 0:30,3/10/2022 2:49,139,20,6
12,3/10/2022 18:45,3/10/2022 19:25,40,20,1
12,3/11/2022 0:43,3/11/2022 1:23,40,20,1
12,3/11/2022 11:00,3/11/2022 21:57,657,20,32
12,3/12/2022 5:35,3/12/2022 6:15,40,20,1
12,3/12/2022 6:35,3/12/2022 22:30,955,20,47
12,3/12/2022 23:30,3/13/2022 0:12,42,20,1
12,3/13/2022 0:12,3/13/2022 0:50,38,20,1
12,3/13/2022 9:27,3/13/2022 10:27,60,20,2
12,3/13/2022 13:26,3/13/2022 14:06,40,20,1
12,3/13/2022 15:06,3/13/2022 15:46,40,20,1
12,3/13/2022 15:46,3/13/2022 16:26,40,20,1
12,3/13/2022 19:45,3/13/2022 23:04,199,20,9
12,3/14/2022 11:40,3/14/2022 12:20,40,20,1
12,3/14/2022 15:59,3/14/2022 16:39,40,20,1
12,3/14/2022 21:38,3/14/2022 22:17,39,20,1
12,3/15/2022 10:34,3/15/2022 11:14,40,20,1
12,3/15/2022 13:53,3/15/2022 14:33,40,20,1
12,3/15/2022 14:33,3/15/2022 15:13,40,20,1
12,3/15/2022 16:53,3/15/2022 17:52,59,20,2
12,3/15/2022 20:12,3/15/2022 20:51,39,20,1
12,3/16/2022 11:47,3/16/2022 12:27,40,20,1
12,3/16/2022 18:46,3/16/2022 19:26,40,20,1
12,3/16/2022 20:25,3/16/2022 21:05,40,20,1
12,3/17/2022 0:44,3/17/2022 1:24,40,20,1
12,3/18/2022 6:56,3/18/2022 7:35,39,20,1
12,3/18/2022 10:15,3/18/2022 10:54,39,20,1
12,3/18/2022 22:12,3/19/2022 2:10,238,20,11
12,3/19/2022 2:50,3/19/2022 3:30,40,20,1
12,3/19/2022 5:49,3/19/2022 6:29,40,20,1
12,3/19/2022 11:48,3/19/2022 13:47,119,20,5
12,3/19/2022 13:47,3/19/2022 22:25,518,20,25
12,3/19/2022 22:45,3/19/2022 23:25,40,20,1
12,3/20/2022 2:04,3/20/2022 2:44,40,20,1
12,3/20/2022 4:43,3/20/2022 5:23,40,20,1
12,3/20/2022 5:23,3/20/2022 6:03,40,20,1
12,3/20/2022 12:01,3/20/2022 21:58,597,20,29
12,3/22/2022 12:08,3/22/2022 12:48,40,20,1
12,3/23/2022 1:44,3/23/2022 2:24,40,20,1
12,3/23/2022 2:44,3/23/2022 3:44,60,20,2
12,3/23/2022 3:44,3/23/2022 4:24,40,20,1
12,3/23/2022 8:22,3/23/2022 9:02,40,20,1
12,3/23/2022 16:00,3/23/2022 16:40,40,20,1
12,3/23/2022 19:20,3/23/2022 20:19,59,20,2
12,3/23/2022 22:59,3/23/2022 23:38,39,20,1
12,3/24/2022 5:17,3/24/2022 5:57,40,20,1
12,3/24/2022 13:55,3/24/2022 14:34,39,20,1
12,3/25/2022 5:10,3/25/2022 5:50,40,20,1
12,3/25/2022 7:49,3/25/2022 8:29,40,20,1
12,3/26/2022 1:05,3/26/2022 1:45,40,20,1
12,3/26/2022 15:41,3/26/2022 16:21,40,20,1
12,3/26/2022 21:20,3/26/2022 21:59,39,20,1
12,3/27/2022 11:55,3/27/2022 21:33,578,20,28
12,3/28/2022 21:46,3/28/2022 22:26,40,20,1
12,3/28/2022 22:46,3/28/2022 23:46,60,20,2
12,3/29/2022 4:24,3/29/2022 5:04,40,20,1
12,3/29/2022 7:04,3/29/2022 7:43,39,20,1
12,3/29/2022 7:43,3/29/2022 8:23,40,20,1
12,3/29/2022 13:42,3/29/2022 15:02,80,20,3
12,3/29/2022 16:01,3/29/2022 16:41,40,20,1
12,3/29/2022 16:41,3/29/2022 17:21,40,20,1
12,3/29/2022 18:01,3/29/2022 19:00,59,20,2
12,3/29/2022 19:00,3/29/2022 19:40,40,20,1
12,3/29/2022 21:00,3/29/2022 21:40,40,20,1
12,3/29/2022 23:19,3/29/2022 23:59,40,20,1
12,3/29/2022 23:59,3/30/2022 0:39,40,20,1
12,3/30/2022 1:58,3/30/2022 2:38,40,20,1
12,3/30/2022 2:38,3/30/2022 3:18,40,20,1
12,3/30/2022 4:18,3/30/2022 4:57,39,20,1
12,3/30/2022 6:17,3/30/2022 6:57,40,20,1
12,3/30/2022 7:37,3/30/2022 8:17,40,20,1
12,3/30/2022 9:16,3/30/2022 9:56,40,20,1
12,3/30/2022 11:16,3/30/2022 12:15,59,20,2
12,3/30/2022 12:55,3/30/2022 13:35,40,20,1
12,3/30/2022 13:35,3/30/2022 14:35,60,20,2
12,3/30/2022 17:14,3/30/2022 17:54,40,20,1
12,3/30/2022 20:33,3/30/2022 21:13,40,20,1
12,3/30/2022 21:13,3/30/2022 21:53,40,20,1
12,3/30/2022 23:52,3/31/2022 0:32,40,20,1
